Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment
26;13/08/2010;$ 1.011.938;0;61.58;$ 3;132.63;8.445
26;20/08/2010;$ 1.007.385;0;62.68;$ 2.796;1.326.616.129;8.445
26;27/08/2010;$ 977.323;0;57.23;$ 3;1.326.932.258;8.445
26;3/09/2010;$ 1.037.550;0;66.93;$ 2.735;1.327.248.387;8.445
26;10/09/2010;$ 1.042.226;1;54.82;$ 2.717;1.327.564.516;8.445
26;17/09/2010;$ 923.474;0;50.08;$ 2.716;1.327.670.667;8.445
26;24/09/2010;$ 868.636;0;52.47;$ 2.718;1.327.619.333;8.445
26;1/10/2010;$ 923.222;0;57.8;$ 2.717;1.327.568;8.149
26;8/10/2010;$ 1.001.070;0;46.81;$ 2.776;1.327.516.667;8.149
26;15/10/2010;$ 937.957;0;39.93;$ 2.878;1.327.633.548;8.149
26;22/10/2010;$ 916.523;0;36.13;$ 2.919;1.328.170.968;8.149
26;29/10/2010;$ 895.070;0;40.3;$ 2.938;1.328.708.387;8.149
26;5/11/2010;$ 970.225;0;30.51;$ 2.938;1.329.245.806;8.149
26;12/11/2010;$ 971.193;0;37.51;$ 2.961;1.329.783.226;8.149
26;19/11/2010;$ 901.973;0;36.73;$ 3;1.329.172;8.149
26;26/11/2010;$ 1.286.834;1;28.11;$ 3;1.328.369.333;8.149
26;3/12/2010;$ 1.016.144;0;27.73;$ 3.065;1.327.566.667;8.149
26;10/12/2010;$ 1.149.612;0;16.6;$ 3.132;1.326.764;8.149
26;17/12/2010;$ 1.196.813;0;20.61;$ 3.139;1.326.804.516;8.149
26;24/12/2010;$ 1.573.982;0;21.81;$ 3;1.327.477.419;8.149
26;31/12/2010;$ 877.268;1;18.73;$ 3.177;1.328.150.323;8.149
26;7/01/2011;$ 938.149;0;21.13;$ 3.193;1.328.823.226;7.907
26;14/01/2011;$ 812.323;0;16.7;$ 3.215;1.329.510.645;7.907
26;21/01/2011;$ 809.833;0;12.98;$ 3.232;1.330.285.161;7.907
26;28/01/2011;$ 817.485;0;5.54;$ 3.243;1.331.059.677;7.907
26;4/02/2011;$ 911.807;0;11.17;$ 3;1.331.834.194;7.907
26;11/02/2011;$ 1.010.711;1;15.12;$ 3.255;133.260.871;7.907
26;18/02/2011;$ 981.978;0;19.63;$ 3.263;1.333.701.429;7.907
26;25/02/2011;$ 910.298;0;16.3;$ 3.281;1.334.921.429;7.907
26;4/03/2011;$ 945.643;0;14.31;$ 3.437;1.336.141.429;7.907
26;11/03/2011;$ 946.615;0;28.13;$ 4;1.337.361.429;7.907
26;18/03/2011;$ 887.426;0;31.76;$ 3.634;1.338.492.258;7.907
26;25/03/2011;$ 866.567;0;22.99;$ 3.624;1.339.587.419;7.907
26;1/04/2011;$ 849.232;0;22.99;$ 3.638;1.340.682.581;7.818
26;8/04/2011;$ 985.230;0;29.09;$ 4;1.341.777.742;7.818
26;15/04/2011;$ 863.266;0;39.46;$ 3.823;1.342.784.667;7.818
26;22/04/2011;$ 921.701;0;33.81;$ 3.919;1.343.571;7.818
26;29/04/2011;$ 873.450;0;47.17;$ 3.988;1.344.357.333;7.818
26;6/05/2011;$ 1.024.778;0;45;$ 4.078;1.345.143.667;7.818
26;13/05/2011;$ 941.009;0;48.2;$ 4.095;134.593;7.818
26;20/05/2011;$ 938.335;0;48.86;$ 4.101;1.346.803.871;7.818
26;27/05/2011;$ 996.724;0;56.74;$ 4.034;1.347.677.742;7.818
26;3/06/2011;$ 1.054.454;0;60.49;$ 3.973;1.348.551.613;7.818
26;10/06/2011;$ 1.094.059;0;59.85;$ 3.924;1.349.425.484;7.818
26;17/06/2011;$ 981.646;0;54.5;$ 3.873;1.350.837.333;7.818
26;24/06/2011;$ 997.475;0;56.94;$ 3.851;1.352.652.667;7.818
26;1/07/2011;$ 1.070.119;0;59.89;$ 3.815;1.354.468;7.767
26;8/07/2011;$ 1.133.807;0;63.34;$ 3.784;1.356.283.333;7.767
26;15/07/2011;$ 1.021.535;0;64.43;$ 3.827;1.357.837.419;7.767
26;22/07/2011;$ 1.017.868;0;69.52;$ 3.882;1.358.738.387;7.767
26;29/07/2011;$ 1.005.361;0;63.32;$ 3.898;1.359.639.355;7.767
26;5/08/2011;$ 1.107.552;0;63.16;$ 3.903;1.360.540.323;7.767
26;12/08/2011;$ 1.087.645;0;62.99;$ 4;136.144.129;7.767
26;19/08/2011;$ 1.021.767;0;60.58;$ 4;136.183.129;7.767
26;26/08/2011;$ 1.064.618;0;61.1;$ 3.796;1.362.136.129;7.767
26;2/09/2011;$ 1.040.143;0;59.67;$ 3.784;1.362.440.968;7.767
26;9/09/2011;$ 1.069.711;1;60.98;$ 3.809;1.362.745.806;7.767
26;16/09/2011;$ 951.570;0;55.19;$ 3.809;1.363.145;7.767
26;23/09/2011;$ 923.645;0;50.72;$ 3.758;136.367;7.767
26;30/09/2011;$ 959.340;0;59.42;$ 3.684;1.364.195;7.767
26;7/10/2011;$ 1.130.023;0;46.84;$ 3.633;136.472;7.598
26;14/10/2011;$ 987.886;0;53.91;$ 3.583;1.365.150.968;7.598
26;21/10/2011;$ 974.907;0;45.23;$ 3.618;1.365.017.742;7.598
26;28/10/2011;$ 972.257;0;35.06;$ 3.604;1.364.884.516;7.598
26;4/11/2011;$ 988.951;0;31.7;$ 3.586;136.475.129;7.598
26;11/11/2011;$ 1.077.640;0;40.08;$ 4;1.364.618.065;7.598
26;18/11/2011;$ 946.092;0;37.78;$ 3.571;1.364.666.667;7.598
26;25/11/2011;$ 1.282.320;1;31.07;$ 3.536;1.364.788;7.598
26;2/12/2011;$ 1.012.498;0;36.74;$ 3.501;1.364.909.333;7.598
26;9/12/2011;$ 1.148.987;0;34.24;$ 3;1.365.030.667;7.598
26;16/12/2011;$ 1.204.808;0;28.24;$ 3.445;1.365.335.161;7.598
26;23/12/2011;$ 1.515.175;0;22.53;$ 3.413;1.365.883.871;7.598
26;30/12/2011;$ 972.834;1;18.8;$ 3.402;1.366.432.581;7.598
26;6/01/2012;$ 971.558;0;22.94;$ 3.439;136.698.129;7.467
26;13/01/2012;$ 836.306;0;25.55;$ 3.523;136.753;7.467
26;20/01/2012;$ 838.752;0;15.22;$ 3.542;1.368.564.194;7.467
26;27/01/2012;$ 820.060;0;24.16;$ 3.568;1.369.598.387;7.467
26;3/02/2012;$ 939.158;0;25.24;$ 3.633;1.370.632.581;7.467
26;10/02/2012;$ 1.081.006;1;23.89;$ 3.655;1.371.666.774;7.467
26;17/02/2012;$ 965.789;0;23.9;$ 3.703;1.372.583.103;7.467
26;24/02/2012;$ 917.924;0;28.06;$ 3.751;1.373.411.034;7.467
26;2/03/2012;$ 955.642;0;22.49;$ 3.827;1.374.238.966;7.467
26;9/03/2012;$ 1.028.569;0;29.03;$ 3.876;1.375.066.897;7.467
26;16/03/2012;$ 919.503;0;35.06;$ 3.867;1.375.843.871;7.467
26;23/03/2012;$ 874.791;0;49.97;$ 3.889;1.376.552.903;7.467
26;30/03/2012;$ 922.018;0;33.33;$ 3.921;1.377.261.935;7.467
26;6/04/2012;$ 1.116.829;0;33.35;$ 3.957;1.377.970.968;7.489
26;13/04/2012;$ 889.670;0;36.9;$ 4.025;137.868;7.489
26;20/04/2012;$ 923.600;0;50.81;$ 4.046;1.379.230.667;7.489
26;27/04/2012;$ 911.969;0;43.6;$ 4.023;1.379.781.333;7.489
26;4/05/2012;$ 946.573;0;40.29;$ 3.991;1.380.332;7.489
26;11/05/2012;$ 1.062.549;0;47.11;$ 3.947;1.380.882.667;7.489
26;18/05/2012;$ 978.083;0;52.55;$ 3.899;1.381.065.806;7.489
26;25/05/2012;$ 1.067.311;0;58.2;$ 4;1.381.101.935;7.489
26;1/06/2012;$ 1.015.853;0;58.51;$ 3.798;1.381.138.065;7.489
26;8/06/2012;$ 1.106.177;0;49.43;$ 3.746;1.381.174.194;7.489
26;15/06/2012;$ 1.029.248;0;57.84;$ 3.683;1.381.295.333;7.489
26;22/06/2012;$ 1.056.283;0;63.04;$ 3.629;1.381.629;7.489
26;29/06/2012;$ 1.051.190;0;60.71;$ 3.577;1.381.962.667;7.489
26;6/07/2012;$ 1.180.471;0;64.94;$ 3.538;1.382.296.333;7.405
26;13/07/2012;$ 1.063.150;0;64.47;$ 3.561;138.263;7.405
26;20/07/2012;$ 1.049.626;0;66.75;$ 4;1.382.331.935;7.405
26;27/07/2012;$ 1.031.745;0;64.12;$ 3.701;1.382.033.871;7.405
26;3/08/2012;$ 1.090.915;0;65.6;$ 3.698;1.381.735.806;7.405
26;10/08/2012;$ 1.121.477;0;67.01;$ 3.772;1.381.437.742;7.405
26;17/08/2012;$ 1.068.293;0;65.54;$ 4;1.381.857.097;7.405
26;24/08/2012;$ 1.022.704;0;62.08;$ 3.874;1.382.814.516;7.405
26;31/08/2012;$ 1.053.496;0;63.69;$ 3.884;1.383.771.935;7.405
26;7/09/2012;$ 1.081.874;1;61.58;$ 3.921;1.384.729.355;7.405
26;14/09/2012;$ 986.132;0;57.69;$ 3.988;1.385.673;7.405
26;21/09/2012;$ 961.084;0;52.68;$ 4.056;1.386.534;7.405
26;28/09/2012;$ 964.726;0;50.66;$ 4.018;1.387.395;7.405
26;5/10/2012;$ 1.095.504;0;54.07;$ 4.027;1.388.256;7.138
26;12/10/2012;$ 1.044.640;0;45.19;$ 4.029;1.389.117;7.138
26;19/10/2012;$ 975.578;0;43.51;$ 4;1.388.336.129;7.138
26;26/10/2012;$ 958.620;0;46.95;$ 3.917;1.387.281.613;7.138
27;5/02/2010;$ 1.874.290;0;27.19;$ 2.954;1.353.524.608;8.237
27;12/02/2010;$ 1.745.363;1;29.81;$ 3;1.354.113.076;8.237
27;19/02/2010;$ 1.945.070;0;32.44;$ 2.909;1.354.657.781;8.237
27;26/02/2010;$ 1.390.934;0;36;$ 3;1.355.195.191;8.237
27;5/03/2010;$ 1.313.730;0;38.07;$ 2.919;1.355.732.602;8.237
27;12/03/2010;$ 1.925.113;0;45.98;$ 2.938;1.356.270.013;8.237
27;19/03/2010;$ 1.700.628;0;49.04;$ 3;1.356.682.247;8.237
27;26/03/2010;$ 1.836.715;0;52.34;$ 2.963;1.357.073.618;8.237
27;2/04/2010;$ 2.053.953;0;46.9;$ 2.957;1.357.464.988;8.058
27;9/04/2010;$ 1.955.814;0;62.62;$ 2.992;1.357.856.359;8.058
27;16/04/2010;$ 1.857.501;0;54.95;$ 3;13.582.725;8.058
27;23/04/2010;$ 1.850.205;0;53.91;$ 3.021;1.358.721.667;8.058
27;30/04/2010;$ 1.805.885;0;53.55;$ 3.042;1.359.170.833;8.058
27;7/05/2010;$ 1.939.459;0;69.02;$ 3.095;135.962;8.058
27;14/05/2010;$ 1.842.466;0;53.82;$ 3.112;136.010.394;8.058
27;21/05/2010;$ 1.836.596;0;63.31;$ 3.096;1.360.796.521;8.058
27;28/05/2010;$ 1.962.469;0;67.88;$ 3.046;1.361.489.101;8.058
27;4/06/2010;$ 2.073.103;0;74.29;$ 3.006;1.362.181.682;8.058
27;11/06/2010;$ 1.873.813;0;68.9;$ 2.972;1.362.874.263;8.058
27;18/06/2010;$ 1.887.182;0;70;$ 2.942;1.363.243.393;8.058
27;25/06/2010;$ 1.962.625;0;78.02;$ 2.958;1.363.483.143;8.058
27;2/07/2010;$ 2.024.554;0;76.25;$ 2.958;1.363.722.893;7.982
27;9/07/2010;$ 2.119.163;0;82.69;$ 3;1.363.962.643;7.982
27;16/07/2010;$ 1.880.692;0;78.26;$ 2.933;1.364.179.827;7.982
27;23/07/2010;$ 1.808.251;0;81.56;$ 2.924;1.364.366.924;7.982
27;30/07/2010;$ 1.816.490;0;79.78;$ 2.932;1.364.554.021;7.982
27;6/08/2010;$ 1.908.037;0;77.45;$ 2.942;1.364.741.118;7.982
27;13/08/2010;$ 1.864.436;0;77.36;$ 2.923;1.364.928.214;7.982
27;20/08/2010;$ 1.936.878;0;75.16;$ 2.913;1.365.249.182;7.982
27;27/08/2010;$ 1.870.684;0;70.31;$ 2.885;136.557.015;7.982
27;3/09/2010;$ 1.908.111;0;78.52;$ 3;1.365.891.118;7.982
27;10/09/2010;$ 1.913.495;1;70.38;$ 2.837;1.366.212.085;7.982
27;17/09/2010;$ 1.629.978;0;64.5;$ 2.846;1.366.338.071;7.982
27;24/09/2010;$ 1.597.003;0;67.08;$ 2.837;1.366.317.821;7.982
27;1/10/2010;$ 1.543.533;0;70.19;$ 3;1.366.297.571;8.021
27;8/10/2010;$ 1.707.663;0;57.78;$ 2.903;1.366.277.321;8.021
27;15/10/2010;$ 1.728.388;0;58.38;$ 2.999;1.366.401.935;8.021
27;22/10/2010;$ 1.693.935;0;52.82;$ 3.049;136.688.871;8.021
27;29/10/2010;$ 1.688.955;0;61.02;$ 3.055;1.367.375.484;8.021
27;5/11/2010;$ 1.686.010;0;45.91;$ 3.049;1.367.862.258;8.021
27;12/11/2010;$ 1.828.010;0;45.9;$ 3.065;1.368.349.032;8.021
27;19/11/2010;$ 1.704.786;0;50.81;$ 3.138;1.367.715.714;8.021
27;26/11/2010;$ 2.627.911;1;46.67;$ 3.186;1.366.895.714;8.021
27;3/12/2010;$ 1.884.344;0;41.81;$ 3;1.366.075.714;8.021
27;10/12/2010;$ 2.139.734;0;30.83;$ 3.255;1.365.255.714;8.021
27;17/12/2010;$ 2.350.098;0;31.62;$ 3.301;1.365.292.811;8.021
27;24/12/2010;$ 3.078.162;0;31.34;$ 3.309;136.597.273;8.021
27;31/12/2010;$ 1.440.963;1;29.59;$ 3.336;136.665.265;8.021
27;7/01/2011;$ 1.568.159;0;34.42;$ 3.351;1.367.332.569;7.827
27;14/01/2011;$ 1.532.309;0;25.7;$ 3.367;136.803.477;7.827
27;21/01/2011;$ 1.517.030;0;30.13;$ 3.391;1.368.870.657;7.827
27;28/01/2011;$ 1.421.112;0;23.64;$ 3.402;1.369.706.544;7.827
27;4/02/2011;$ 1.628.101;0;28.7;$ 3;1.370.542.431;7.827
27;11/02/2011;$ 1.636.225;1;30.45;$ 3.416;1.371.378.318;7.827
27;18/02/2011;$ 1.709.365;0;39.32;$ 3;1.372.511.849;7.827
27;25/02/2011;$ 1.688.936;0;33.05;$ 3.452;1.373.764.439;7.827
27;4/03/2011;$ 1.656.131;0;36.99;$ 3.605;1.375.017.028;7.827
27;11/03/2011;$ 1.613.260;0;43.64;$ 3.752;1.376.269.617;7.827
27;18/03/2011;$ 1.624.539;0;46.65;$ 3.796;1.377.398.929;7.827
27;25/03/2011;$ 1.554.651;0;40.11;$ 3.789;1.378.478.929;7.827
27;1/04/2011;$ 1.628.868;0;37.27;$ 3.811;1.379.558.929;7.725
27;8/04/2011;$ 1.689.844;0;46.87;$ 3.895;1.380.638.929;7.725
27;15/04/2011;$ 1.727.176;0;52.24;$ 3.981;1.381.646.952;7.725
27;22/04/2011;$ 1.921.655;0;50.02;$ 4.061;1.382.475.036;7.725
27;29/04/2011;$ 1.642.075;0;61.71;$ 4.117;1.383.303.119;7.725
27;6/05/2011;$ 1.757.042;0;56.48;$ 4.192;1.384.131.202;7.725
27;13/05/2011;$ 1.763.545;0;60.07;$ 4.211;1.384.959.286;7.725
27;20/05/2011;$ 1.725.269;0;60.22;$ 4.202;138.587.106;7.725
27;27/05/2011;$ 1.820.723;0;66.43;$ 4.134;1.386.782.834;7.725
27;3/06/2011;$ 2.053.708;0;74.17;$ 4.069;1.387.694.608;7.725
27;10/06/2011;$ 1.817.915;0;73.26;$ 4.025;1.388.606.382;7.725
27;17/06/2011;$ 1.814.740;0;67.03;$ 3.989;1.390.028.333;7.725
27;24/06/2011;$ 1.811.455;0;72.02;$ 3.964;1.391.832.917;7.725
27;1/07/2011;$ 1.949.984;0;73.76;$ 3.916;13.936.375;7.85
27;8/07/2011;$ 2.000.055;0;76.87;$ 3.886;1.395.442.083;7.85
27;15/07/2011;$ 1.762.156;0;77.83;$ 3.915;1.397.006.325;7.85
27;22/07/2011;$ 1.754.879;0;82.28;$ 3.972;1.397.969.712;7.85
27;29/07/2011;$ 1.744.879;0;79.41;$ 4.004;1.398.933.099;7.85
27;5/08/2011;$ 1.747.290;0;78.14;$ 4;1.399.896.486;7.85
27;12/08/2011;$ 1.758.438;0;76.67;$ 3.995;1.400.859.873;7.85
27;19/08/2011;$ 1.781.905;0;72.97;$ 3.942;1.401.289.205;7.85
27;26/08/2011;$ 2.034.401;0;72.88;$ 3.906;1.401.629.528;7.85
27;2/09/2011;$ 1.511.718;0;71.44;$ 3.879;140.196.985;7.85
27;9/09/2011;$ 1.911.471;1;70.93;$ 4;1.402.310.173;7.85
27;16/09/2011;$ 1.613.774;0;69.65;$ 3.937;1.402.735;7.85
27;23/09/2011;$ 1.606.209;0;63.61;$ 3.899;14.032.725;7.85
27;30/09/2011;$ 1.599.626;0;70.92;$ 3.858;140.381;7.85
27;7/10/2011;$ 1.672.339;0;56.91;$ 3.775;14.043.475;7.906
27;14/10/2011;$ 1.682.653;0;64.78;$ 3.744;1.404.784.194;7.906
27;21/10/2011;$ 1.689.591;0;59.62;$ 3.757;1.404.616.048;7.906
27;28/10/2011;$ 1.710.372;0;51.81;$ 3.757;1.404.447.903;7.906
27;4/11/2011;$ 1.621.109;0;44.46;$ 3.738;1.404.279.758;7.906
27;11/11/2011;$ 1.800.728;0;49.69;$ 3.719;1.404.111.613;7.906
27;18/11/2011;$ 1.723.739;0;51.42;$ 3.717;1.404.127.857;7.906
27;25/11/2011;$ 2.504.401;1;47.88;$ 3.689;1.404.217.857;7.906
27;2/12/2011;$ 1.806.925;0;50.55;$ 3.666;1.404.307.857;7.906
27;9/12/2011;$ 2.014.666;0;46.28;$ 3.627;1.404.397.857;7.906
27;16/12/2011;$ 2.205.920;0;40.68;$ 3.611;1.404.700.795;7.906
27;23/12/2011;$ 2.739.020;0;41.59;$ 3.587;140.528.765;7.906
27;30/12/2011;$ 1.650.605;1;37.85;$ 3.566;1.405.874.505;7.906
27;6/01/2012;$ 1.535.287;0;35.8;$ 3.585;1.406.461.359;8.009
27;13/01/2012;$ 1.492.399;0;41.3;$ 3.666;1.407.048.214;8.009
27;20/01/2012;$ 1.542.131;0;30.35;$ 3.705;1.408.086.118;8.009
27;27/01/2012;$ 1.263.535;0;36.96;$ 3.737;1.409.124.021;8.009
27;3/02/2012;$ 1.564.246;0;42.52;$ 3.796;1.410.161.924;8.009
27;10/02/2012;$ 1.651.605;1;37.86;$ 3.826;1.411.199.827;8.009
27;17/02/2012;$ 1.606.222;0;37.24;$ 3.874;1.412.140.357;8.009
27;24/02/2012;$ 1.648.602;0;41.74;$ 3.917;1.413.007.857;8.009
27;2/03/2012;$ 1.509.323;0;40.07;$ 3.983;1.413.875.357;8.009
27;9/03/2012;$ 1.607.343;0;44.32;$ 4.021;1.414.742.857;8.009
27;16/03/2012;$ 1.635.984;0;49.6;$ 4.021;14.155.478;8.009
27;23/03/2012;$ 1.620.839;0;57.3;$ 4.054;1.416.269.332;8.009
27;30/03/2012;$ 1.615.494;0;49.4;$ 4.098;1.416.990.864;8.009
27;6/04/2012;$ 1.899.013;0;48.73;$ 4.143;1.417.712.396;8.253
27;13/04/2012;$ 1.650.405;0;52.22;$ 4.187;1.418.433.929;8.253
27;20/04/2012;$ 1.639.999;0;62.62;$ 4;1.419.015.262;8.253
27;27/04/2012;$ 1.565.499;0;52.33;$ 4.163;1.419.596.595;8.253
27;4/05/2012;$ 1.669.388;0;53.68;$ 4.124;1.420.177.929;8.253
27;11/05/2012;$ 1.674.306;0;58.97;$ 4.055;1.420.759.262;8.253
27;18/05/2012;$ 1.707.159;0;65.15;$ 4.029;1.420.970.115;8.253
27;25/05/2012;$ 1.818.907;0;64.77;$ 3.979;1.421.032.776;8.253
27;1/06/2012;$ 1.900.639;0;73.4;$ 3.915;1.421.095.438;8.253
27;8/06/2012;$ 1.764.756;0;64.05;$ 3.871;1.421.158.099;8.253
27;15/06/2012;$ 1.773.501;0;69.52;$ 3.786;1.421.292.548;8.253
27;22/06/2012;$ 1.837.885;0;73.23;$ 3.722;1.421.606.464;8.253
27;29/06/2012;$ 1.842.555;0;73.94;$ 3.667;1.421.920.381;8.253
27;6/07/2012;$ 2.062.225;0;82.08;$ 3.646;1.422.234.298;8.239
27;13/07/2012;$ 1.755.890;0;78.95;$ 3.689;1.422.548.214;8.239
27;20/07/2012;$ 1.730.914;0;78.64;$ 3.732;1.422.337.569;8.239
27;27/07/2012;$ 1.625.884;0;76.01;$ 4;1.422.126.924;8.239
27;3/08/2012;$ 1.705.811;0;75.22;$ 3.819;1.421.916.279;8.239
27;10/08/2012;$ 1.720.537;0;78.44;$ 3.863;1.421.705.634;8.239
27;17/08/2012;$ 1.735.340;0;76.51;$ 3.963;1.422.157.385;8.239
27;24/08/2012;$ 1.780.443;0;72.93;$ 3.997;1.423.105.933;8.239
27;31/08/2012;$ 1.731.935;0;75;$ 4.026;1.424.054.482;8.239
27;7/09/2012;$ 1.840.955;1;76;$ 4.076;142.500.303;8.239
27;14/09/2012;$ 1.519.605;0;68.72;$ 4.088;1.425.938.833;8.239
27;21/09/2012;$ 1.557.486;0;66.1;$ 4.203;1.426.798.167;8.239
27;28/09/2012;$ 1.540.688;0;64.92;$ 4.158;14.276.575;8.239
27;5/10/2012;$ 1.591.817;0;64.5;$ 4.151;1.428.516.833;8
27;12/10/2012;$ 1.660.081;0;55.4;$ 4.186;1.429.376.167;8
27;19/10/2012;$ 1.620.374;0;56.53;$ 4.153;1.428.633.629;8
27;26/10/2012;$ 1.703.048;0;58.99;$ 4.071;1.427.624.113;8
28;5/02/2010;$ 1.672.352;0;49.47;$ 2.962;1.264.420.645;13.975
28;12/02/2010;$ 1.558.968;1;47.87;$ 2.946;1.264.962.581;13.975
28;19/02/2010;$ 1.491.300;0;54.83;$ 2.915;1.265.262.857;13.975
28;26/02/2010;$ 1.542.173;0;50.23;$ 2.825;1.265.522.857;13.975
28;5/03/2010;$ 1.608.435;0;53.77;$ 2.987;1.265.782.857;13.975
28;12/03/2010;$ 1.326.877;0;50.11;$ 2.925;1.266.042.857;13.975
28;19/03/2010;$ 1.279.819;0;59.57;$ 3.054;1.266.066.452;13.975
28;26/03/2010;$ 1.245.269;0;60.06;$ 3.083;1.266.050.645;13.975
28;2/04/2010;$ 1.441.559;0;59.84;$ 3.086;1.266.034.839;14.099
28;9/04/2010;$ 1.382.359;0;59.25;$ 3;1.266.019.032;14.099
28;16/04/2010;$ 1.268.241;0;64.95;$ 3.109;1.265.621;14.099
28;23/04/2010;$ 1.244.177;0;64.55;$ 3;1.264.713.333;14.099
28;30/04/2010;$ 1.186.971;0;67.38;$ 3.105;1.263.805.667;14.099
28;7/05/2010;$ 1.532.893;0;70.15;$ 3.127;1.262.898;14.099
28;14/05/2010;$ 1.245.899;0;68.44;$ 3.145;1.262.085.484;14.099
28;21/05/2010;$ 1.217.924;0;76.2;$ 3;1.261.843.871;14.099
28;28/05/2010;$ 1.176.588;0;67.84;$ 3.058;1.261.602.258;14.099
28;4/06/2010;$ 1.543.678;0;81.39;$ 2.941;1.261.360.645;14.099
28;11/06/2010;$ 1.348.995;0;90.84;$ 2.949;1.261.119.032;14.099
28;18/06/2010;$ 1.267.619;0;81.06;$ 3.043;126.114;14.099
28;25/06/2010;$ 1.231.025;0;87.27;$ 3.084;1.261.266;14.099
28;2/07/2010;$ 1.399.960;0;91.98;$ 3.105;1.261.392;14.18
28;9/07/2010;$ 1.340.294;0;90.37;$ 3;1.261.518;14.18
28;16/07/2010;$ 1.225.336;0;97.18;$ 3.094;1.261.498.065;14.18
28;23/07/2010;$ 1.205.885;0;99.22;$ 3.112;1.261.283.548;14.18
28;30/07/2010;$ 1.150.205;0;96.31;$ 3.017;1.261.069.032;14.18
28;6/08/2010;$ 1.523.101;0;92.95;$ 3.123;1.260.854.516;14.18
28;13/08/2010;$ 1.218.688;0;87.01;$ 3.159;126.064;14.18
28;20/08/2010;$ 1.195.898;0;92.81;$ 3.041;1.260.766.452;14.18
28;27/08/2010;$ 1.191.586;0;93.19;$ 3.129;1.260.892.903;14.18
28;3/09/2010;$ 1.523.411;0;83.12;$ 3.087;1.261.019.355;14.18
28;10/09/2010;$ 1.246.062;1;83.63;$ 3.044;1.261.145.806;14.18
28;17/09/2010;$ 1.159.812;0;82.45;$ 3.028;1.261.454.667;14.18
28;24/09/2010;$ 1.111.797;0;81.77;$ 2.939;1.261.900.333;14.18
28;1/10/2010;$ 1.203.080;0;85.2;$ 3.001;1.262.346;14.313
28;8/10/2010;$ 1.334.572;0;71.82;$ 3.013;1.262.791.667;14.313
28;15/10/2010;$ 1.158.063;0;75;$ 2.976;1.263.266.774;14.313
28;22/10/2010;$ 1.120.619;0;68.85;$ 3.014;1.263.815.484;14.313
28;29/10/2010;$ 1.231.688;0;61.09;$ 3.016;1.264.364.194;14.313
28;5/11/2010;$ 1.501.663;0;65.49;$ 3.129;1.264.912.903;14.313
28;12/11/2010;$ 1.266.460;0;57.79;$ 3;1.265.461.613;14.313
28;19/11/2010;$ 1.179.316;0;58.18;$ 3.161;1.266.072;14.313
28;26/11/2010;$ 1.937.034;1;47.66;$ 3.162;1.266.692.667;14.313
28;3/12/2010;$ 1.447.916;0;43.33;$ 3.041;1.267.313.333;14.313
28;10/12/2010;$ 1.466.164;0;50.01;$ 3.203;1.267.934;14.313
28;17/12/2010;$ 1.510.444;0;52.77;$ 3.236;1.268.794.839;14.313
28;24/12/2010;$ 2.026.026;0;52.02;$ 3.236;1.269.835.806;14.313
28;31/12/2010;$ 1.090.559;1;45.64;$ 3.148;1.270.876.774;14.313
28;7/01/2011;$ 1.402.902;0;37.64;$ 3.287;1.271.917.742;14.021
28;14/01/2011;$ 1.098.287;0;43.15;$ 3.312;1.273.009.355;14.021
28;21/01/2011;$ 1.079.669;0;53.53;$ 3.223;1.274.404.839;14.021
28;28/01/2011;$ 1.127.860;0;50.74;$ 3.342;1.275.800.323;14.021
28;4/02/2011;$ 1.564.897;0;45.14;$ 3.348;1.277.195.806;14.021
28;11/02/2011;$ 1.397.301;1;51.3;$ 3.381;127.859.129;14.021
28;18/02/2011;$ 1.514.829;0;53.35;$ 3;12.799.525;14.021
28;25/02/2011;$ 1.311.797;0;48.45;$ 4;128.13;14.021
28;4/03/2011;$ 1.723.737;0;51.72;$ 3.674;12.826.475;14.021
28;11/03/2011;$ 1.380.836;0;57.75;$ 3.818;1.283.995;14.021
28;18/03/2011;$ 1.286.414;0;64.21;$ 3.692;1.285.121.935;14.021
28;25/03/2011;$ 1.201.060;0;54.4;$ 3.909;1.286.160.645;14.021
28;1/04/2011;$ 1.336.838;0;63.63;$ 3.772;1.287.199.355;13.736
28;8/04/2011;$ 1.414.714;0;64.47;$ 4.003;1.288.238.065;13.736
28;15/04/2011;$ 1.240.126;0;57.63;$ 3.868;1.289.107.333;13.736
28;22/04/2011;$ 1.297.452;0;72.12;$ 4.134;1.289.553;13.736
28;29/04/2011;$ 1.222.368;0;68.27;$ 4.151;1.289.998.667;13.736
28;6/05/2011;$ 1.515.890;0;68.4;$ 4.193;1.290.444.333;13.736
28;13/05/2011;$ 1.253.316;0;70.93;$ 4.202;129.089;13.736
28;20/05/2011;$ 1.151.282;0;66.59;$ 4.169;1.290.756.774;13.736
28;27/05/2011;$ 1.160.044;0;76.67;$ 4.087;1.290.623.548;13.736
28;3/06/2011;$ 1.403.779;0;71.81;$ 4.031;1.290.490.323;13.736
28;10/06/2011;$ 1.339.973;0;78.72;$ 3.981;1.290.357.097;13.736
28;17/06/2011;$ 1.268.503;0;86.84;$ 3.935;1.290.432;13.736
28;24/06/2011;$ 1.208.809;0;88.95;$ 3.898;1.290.663;13.736
28;1/07/2011;$ 1.319.055;0;89.85;$ 3.842;1.290.894;13.503
